eventid,iyear,imonth,iday,extended,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,motive,guncertain1,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,ransom,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,date,month,day_of_week
200301170001,2003,1,17,0,West Bank,Kiryat Arba,31.529283,35.115543,1.0,0,,01/17/2003: A pair of Palestinian gunmen infiltrated the Jewish settlement of Kiryat Arba and killed an Israeli man as he opened the door to his trailer home. An exchange of gunfire broke out resulting in one of the intruders being killed while three more Israelis were wounded including a four year old girl. The second intruder was killed hours later by IDF forces. Hamas claimed responsibility for the attack.,1,1,1,0,,,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,78.0,"Procession/Gathering (funeral, wedding, birthday, religious)",Civilians,Civilians enjoying a Sabath dinner party,97.0,Israel,Palestinian Extremists,Unknown,0.0,0,2.0,0.0,0.0,,,,5,Firearms,5.0,Unknown Gun Type,,3.0,0.0,2.0,3.0,0.0,0.0,0,,,,,0.0,,,"“Two Palestinians Attack Jewish Settlement, Killing One Israeli,” New York Times, January 17, 2003.","“Gunmen infiltrate Jewish settlement near Hebron: Homeowner killed and his daughter injured; Gazans march in support of Iraq,” The Gazette (Montreal, Quebec), January 18, 2003.","“Israel Troops Kill Second Gunman Involved in Harharshina Outpost Shooting Attack,” Voice of Israel Network B, January 18, 2003.",CETIS,0,0,0,0,2003-01-17,1.0,4.0
200301170002,2003,1,17,0,Gaza Strip,Dugit,31.573713,34.489043,1.0,1,The attack occurred 2.5 miles off the coast of Dugit.,"01/17/2003: Mahmud Yassin al-Jamusi, a member of HAMAS, was killed when the small fishing boat he was piloting was fired on by an Israeli warship off the coast of Dugit. The fishing vessel was loaded with explosives and was being piloted towards the Israeli ship in a manner consistent with previous suicide attacks.",1,1,1,0,,,0.0,0,1,3,Bombing/Explosion,4,Military,32.0,Military Maritime,Israel Defence Forces (IDF),Israeli Sea Corps Naval Gunship,97.0,Israel,Hamas (Islamic Resistance Movement),Unknown,0.0,0,1.0,0.0,1.0,10.0,Unknown,-9.0,6,Explosives,15.0,Vehicle,"An explosives-laden small fishing boat, which detonated when a naval gunship opened fire on it, was used in the attack.",1.0,0.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,"“HAMAS militant killed as army foils seaborne attack on Gaza settlement,” Agence France Presse, January 17, 2003.","“Israeli naval gunship destroys Palestinian boat north of Gaza,” Xinhua General News Service, January 17, 2003.",,CETIS,0,0,0,0,2003-01-17,1.0,4.0
200301230004,2003,1,23,0,West Bank,Hebron,31.530243,35.094162,1.0,1,The assault took place near a junction in the road from Beersheba to Hebron called Sheep Junction.,"01/23/2003: Three Israeli civilians on foot patrol were shot and killed just south of the West Bank city of Hebron, near the Al-Fawwar refugee camp, by HAMAS gunmen.",1,1,1,0,,,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Civilians,Israeli Civilians traveling towards Hebron,97.0,Israel,Hamas (Islamic Resistance Movement),Unknown,0.0,0,,0.0,0.0,,,,5,Firearms,5.0,Unknown Gun Type,,3.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"“3 Israelis Killed in Shooting Attack Near Hebron,” Israel Television Channel 1, January 23, 2003.","David, Horovitz, “Ambush sparks Israeli retaliation,” The Irish Times, January 25, 2003.",,CETIS,0,0,0,0,2003-01-23,1.0,3.0
200302060001,2003,2,6,0,West Bank,Nablus,32.222271,35.253506,1.0,1,Near Mount Gerizim on the outskirts of Nablus,"02/06/2003: In the early morning hours, members of the al-Aqsa Martyrs Brigade attacked an Israeli military patrol near Mount Gerizim south of the town of Nablus in the West Bank. Two of the perpetrators killed an IDF Lieutenant, Amir Ben-Aryeh, and Staff Sergeant Idan Suzin, before being killed by the Israeli patrol. A caller to the AFP bureau in Nablus on 02/06/2003 claimed responsibility for the attack on behalf of the al-Aqsa Martyrs Brigades and the Abu Ali Mustafa Brigades. The call also identified the slain perpetrators, Anan Hanani of the Popular Front for the Liberation of Palestine (PFLP), and Ahmed Hamed, of the al-Aqsa Martyrs Brigades. The Brigades are an armed wing of Fatah.",1,1,1,0,,,0.0,1,0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Israeli Defence Force (IDF),"IDF patrol near Mount Gezirim, south of Nablus, West Bank",97.0,Israel,Al-Aqsa Martyrs Brigade,Unknown,0.0,0,2.0,0.0,1.0,2.0,Call (post-incident),0.0,5,Firearms,5.0,Unknown Gun Type,Unknown firearms were used.,4.0,0.0,2.0,,0.0,0.0,-9,4.0,Unknown,,,0.0,,The Abu Ali Mustafa Brigades form the armed wing of the Popular Front for the Liberation of Palestine (PFLP).,"""Israel prepares for MidEast war as factional violence continues,"" AFX, February 6, 2003.","Imad Saada, ""Six Arabs, two Israelis killed in latest violence,"" AFP, February 6, 2003.",,CETIS,0,0,0,0,2003-02-06,2.0,3.0
200302090001,2003,2,9,0,Gaza Strip,Al-Qarrarah,31.371314,34.335304,1.0,0,,"02/09/2003: At noon local time, three Palestinian members of Saray al-Quds, the armed wing of the Islamic Jihad organization, blew up their own car armed with explosives at the al-Qarrarah Israeli checkpoint in southern Gaza Strip. The Israeli authorities stated that the Islamic Jihad members drove up to the checkpoint and two of militants began firing upon Israeli soldiers. The third militant drove the car and detonated the bomb inside when the Israeli Army returned fire. All three of the militants were killed and four Israeli soldiers were wounded. In a leaflet distributed around the nearby city of Khan Younis, Saray al-Quds claimed responsibility for the attacks, and named the perpetrators: Sulayman Miqdad from al-Nusaryat camp, Adil Abd-al-Salam from al-Burayj camp, and Muhammad Nimr, also from al-Burayj camp.",1,1,1,0,,,0.0,1,1,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Israeli Defence Force (IDF),"IDF checkpoint at Al-Qarrarah, southern Gaza Strip",97.0,Israel,Palestinian Islamic Jihad (PIJ),The claim of responsibility stated that the attack was in retaliation for Israel's occupation of the Gaza Strip and the West Bank.,0.0,0,3.0,0.0,1.0,5.0,Note left at scene,-9.0,6,Explosives,15.0,Vehicle,,3.0,0.0,3.0,4.0,0.0,0.0,1,4.0,Unknown,,"The car in which the militants were traveling in was destroyed, and there was no information on any damage to the Israeli checkpoint.",0.0,,"The checkpoint was also named Gush Katif, which is the name of a bloc of Jewish settlements in southern Gaza.  The four injured Israeli soldiers were treated for shock at a local hospital.","""VOP Says Three Palestinians Killed in Gaza Belong to Islamic Jihad,"" Voice of Palestine, February 9, 2003.","""Jihad claims responsible for car bombing in Gaza,"" Xinhua, February 9, 2003.","Ross Dunn, ""Three Palestinains Die in Car Bomb,"" Voice of America, February 9, 2003.",CETIS,0,0,0,0,2003-02-09,2.0,6.0
200302100002,2003,2,10,0,West Bank,Ramallah,31.907141,35.198219,1.0,0,,"02/10/2003: The Israeli Defence Force (IDF) arrested a terrorist from HAMAS in a hotel in Ramallah, West Bank, who was carrying an explosive belt with 20kg of explosives in a suitcase. The IDF believed the perpetrator was about to attack inside the Green Line that separates Israel proper from the West Bank.",1,1,1,0,,,0.0,0,1,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,State of Israel,Unknown targets,97.0,Israel,Hamas (Islamic Resistance Movement),Unknown,0.0,0,1.0,1.0,0.0,,,,6,Explosives,13.0,Suicide (carried bodily by human being),The device was a belt with 20kg of explosives.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,"There was no information on what the intended target was, only that it was most likely inside Israel.","""IDF Kills 1, Arrests 3 Would-Be Suicide bombers, Razes Terrorist's Home,"" IDF Radio, February 10, 2003.","""Israeli army says it foiled three suicide attacks,"" AFP, February 10, 2003.","Ross Dunn, ""3 Palestinians Arrested in Alleged Suicide Bomb Attempt,"" VOA News, February 10, 2003.",CETIS,0,0,0,0,2003-02-10,2.0,0.0
200302150001,2003,2,15,0,Gaza Strip,Dugit,31.573713,34.489043,1.0,0,,"02/15/2003: HAMAS assailants killed four Israeli soldiers in a tank near Dugit settlement in the Gaza Strip by planting a bomb in the path of the Israeli tank. The blast detonated ammunition inside the cabin of the tank, and in the detonation and fire, the four soldiers were killed. In a statement later in the day, HAMAS claimed responsibility and stated that the bomb weighed 55 pounds, and was the first explosive of its kind to be used in the Gaza Strip or the West Bank.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,4,Military,29.0,Military Unit/Patrol/Convoy,Israeli Defence Force (IDF),"IDF Tank near Dugit Settlement, Gaza Strip",97.0,Israel,Hamas (Islamic Resistance Movement),Unknown,0.0,0,,0.0,1.0,9.0,Other,-9.0,6,Explosives,16.0,Unknown Explosive Type,"An unknown explosive was used, but the bomb was described as weighing 55 pounds, and was the first bomb of its kind to be used in the Gaza Strip or West Bank.",4.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Major (likely >= $1 million but < $1 billion),,The tank was completely destroyed.,0.0,,,"James Bennet, ""4 Israelis Die When Bomb Destroys tank in Gaza Strip,"" New York Times, February 16, 2003.","""Israeli tank in flames after Gaza bomb blast,"" Sunday Mail (Queensland, Australia), February 16, 2003.",,CETIS,0,0,0,0,2003-02-15,2.0,5.0
200302190001,2003,2,19,0,Southern,Sderot,31.5282,34.596382,1.0,0,,"02/19/2003: During the afternoon, HAMAS launched four Qassam short-range missiles into southern Israel from the northern Gaza Strip. The four rockets landed in the town of Sderot, and wounded four Israeli civilians. After the attack, a HAMAS spokesman in an interview defended the incident by saying they were for defensive purposes only, in response to an Israeli Military raid into the Gaza Strip on the night of 02/18/2003.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,State of Israel,Town of Sderot,97.0,Israel,Hamas (Islamic Resistance Movement),"The attack was in retaliation to an Israeli military raid into the Gaza Strip on February 18, 2003.",0.0,0,,0.0,1.0,8.0,Personal claim,-9.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Four Qassam short-range missiles were fired.,0.0,,0.0,4.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,"Adel Zaanoun, ""Rocket fire and car blast rock Mideast after deadly Gaza raid,"" AFP, February 19, 2003.","Margaret Coker, ""Hamas Launches Rockets at Israel in Response to Israeli Incursion,"" Cox News Service, February 19, 2003.",,CETIS,1,0,0,1,2003-02-19,2.0,2.0
200302230002,2003,2,23,0,Southern,Sderot,31.5282,34.596382,1.0,0,,"02/23/2003: Before dusk local time, HAMAS fired three Qassam rockets from the northeastern Gaza Strip into Israel. The rockets landed in the Israeli border town of Sderot. One landed near a crowded shopping center but did not explode. Each rocket carried a warhead with 12 pounds of explosives and has a range of around three miles. No one was injured in the attack.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,State of Israel,Town of Sderot,97.0,Israel,Hamas (Islamic Resistance Movement),Unknown,0.0,0,,0.0,0.0,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)","Three Qassam rockets were fired.  Each had a 12-pound warhead with explosives, and a range of around three miles.",0.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,,,0.0,,,"Ben Lynfield, ""Seven Killed as Israelis Raid Gaza Strip Town in Bid to Halt Rockets,"" The Scotsman, February 24, 2003.","Ibrahim Barzak, ""Israeli troops dig into Gaza town after eight Palestinians, Israeli soldier die in Gaza,"" AP, February 24, 2003.",,CETIS,1,0,0,1,2003-02-23,2.0,6.0
200303030001,2003,3,3,0,Southern,Sderot,31.5282,34.596382,1.0,0,,"03/03/2003: HAMAS fired Qassam rockets at Sderot, Israel, where no injuries or damages were reported. One rocket landed in open space, while two more fell short and landed on the Palestinian side of the Gaza Strip border.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Civilians in Sderot, Israel",97.0,Israel,Hamas (Islamic Resistance Movement),Sources speculated that HAMAS fired rockets in retaliation of an overnight Israeli army raid on the Gaza Strip in which eight Palestinians were killed.,0.0,0,,,1.0,7.0,"Posted to website, blog, etc.",-9.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Qassam 2 rockets were used in the incident.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,The number of rockets used are contested by sources.,"Ross Dunn, ""Palestinians Fire Rockets After Israeli Army Operation Leaves 8 Dead,"" Voice of America News, March 3, 2003.","""Palestinian Rockets Fired at Southern Israeli Town,"" Agence France Presse, March 3, 2003.","""HAMAS Fires Rockets at Southern Israeli Town,"" Xinhua News Agency, March 3, 2003.",CETIS,1,0,0,1,2003-03-03,3.0,0.0
200303040005,2003,3,4,0,Gaza Strip,Kfar Darom,31.401497,34.359959,1.0,0,,"03/04/2003: HAMAS fired five mortar shells at Kfar Darom, a Jewish settlement in Gaza Strip, resulting in no injuries or damage. Two shells landed near a synagogue in the settlement.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians in Kfar Darom in Gaza Strip,97.0,Israel,Hamas (Islamic Resistance Movement),"HAMAS claimed that the attacks were ""revenge for the continuation of the Israeli attacks on Gaza.""",0.0,0,,0.0,1.0,9.0,Other,-9.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Five mortars were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"“HAMAS Says it Launches Mortars Attacks on Jewish Settlement,” Xinhua News Agency, March 5, 2003.","“Xinhua World News Summary at 0030 GMT, March 5,” Xinhua News Agency, March 5, 2003.",,CETIS,0,0,0,0,2003-03-04,3.0,1.0
200303050002,2003,3,5,0,Haifa,Haifa,32.793921,34.990615,1.0,0,,"03/05/2003: A HAMAS suicide bomber killed 15, including an American girl, and injured 55 after blowing himself up on a city bus in the residential neighborhood of Carmelia in Haifa, Israel. Many of the victims were students from the nearby Haifa University.",1,1,1,0,,,0.0,1,1,3,Bombing/Explosion,19,Transportation,99.0,Bus (excluding tourists),Egged Bus Company,"Bus No. 27 in Haifa, Israel",97.0,Israel,Hamas (Islamic Resistance Movement),Unknown,0.0,0,1.0,0.0,1.0,1.0,Letter,-9.0,6,Explosives,13.0,Suicide (carried bodily by human being),More than 100 pounds of explosives were used in the attack.,15.0,1.0,1.0,55.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The bomb destroyed the roof and sides of the bus and shattered windows of nearby cars and homes.,0.0,,A letter found on the bus after the explosion outlined Kawasme's suicide plan and praised the September 11th attacks. The bus driver said Kawasme waited to detonate the bomb until the bus made a stop in order to maximize casualties.,"Dan Ephron, “Bus Bombing Kills 15 in Israel, 55 Hurt in First Suicide Attack in 2 Months,” The Boston Globe, March 6, 2003.","Alan Philps and Ohad Gozani, “Suicide Bomber Kills 15 Israelis on Bus,” The Daily Telegraph, March 6, 2003.","“HAMAS Claims Responsibility for Haifa Suicide Bombing,” Xinhua News Agency, March 6, 2003.",CETIS,1,1,1,1,2003-03-05,3.0,2.0
200303050008,2003,3,5,0,Central,Maccabim,31.892497,35.034202,1.0,0,,"03/05/2003: A Molotov cocktail was thrown by unknown assailants at a passenger car and a Border Police jeep This incident occurred on a road near Maccabim, Israel. No injuries occurred as the bottle smashed on the road.",1,1,1,0,,,0.0,0,0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Civilians near Maccabim, Israel",97.0,Israel,Unknown,Unknown,0.0,0,,0.0,0.0,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,A Molotov cocktail was thrown at the vehicles.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"“IDF Detains 20 Palestinians, Razes House; No One Hurt by Molotov Thrown at Car,” Voice of Israel, March 5, 2003.",,,CETIS,-9,-9,0,-9,2003-03-05,3.0,2.0
200303060003,2003,3,6,0,Southern,Sderot,31.5282,34.596382,1.0,0,,"03/06/2003: HAMAS fired Qassam rockets into Sderot, Israel, causing no injuries or damage. The rockets landed in fields outside of the town and HAMAS claimed that it had fired five rockets.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Civilians in Sderot, Israel",97.0,Israel,Hamas (Islamic Resistance Movement),"Sources speculated that the attack was a retaliation for an Israeli military offensive in the Jabalya refugee camp that began after midnight on March 6, 2003.",0.0,0,,0.0,1.0,1.0,Letter,-9.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Qassam 2 rockets were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"“Palestinian Rockets Fired at Southern Israeli Town, No Injuries,” Agence France Presse, March 6, 2003.","“Hamas Fires Rockets at Israel’s Southern Town,” Xinhua News Agency, March 6, 2003.","Ross Dunn, “Israel-Palestinians Update,” Voice of America News, March 6, 2003.",CETIS,1,0,0,1,2003-03-06,3.0,3.0
200303070003,2003,3,7,0,West Bank,Kiryat Arba,31.529421,35.115659,1.0,0,,"03/07/2003: Disguised as Jewish students, two HAMAS members entered a home in the West Bank settlement of Kiryat Arba and shot and killed an American married couple. Eight others were wounded in the attack and one of the gunmen was wearing an explosive belt that he failed to detonate. Israeli forces then shot and killed the two HAMAS members.",1,1,1,0,,,1.0,1,1,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians in Kiryat Arba,97.0,Israel,Hamas (Islamic Resistance Movement),Unknown,0.0,0,2.0,0.0,1.0,9.0,Other,-9.0,6,Explosives,13.0,Suicide (carried bodily by human being),One of the gunmen was wearing an explosive belt but failed to detonate it.,4.0,2.0,2.0,8.0,0.0,0.0,-9,,,,,0.0,,This was one of two related attacks (cf. 200303070003-04). HAMAS claimed the attack through a fax sent to the Associated Press in Jordan.,"""Two Israelis, Four Palestinian Gunmen Killed in Settlement Attacks,” Agence France Presse, March 7, 2003.","Paisley Dodds, “Palestinian Gunmen Attack Settlement,” Associated Press, March 7, 2003.","Sara Liss, “Three Americans Killed in Palestinian Attacks in Israel,” Associated Press State and Local Wire, March 9, 2003.",CETIS,0,0,0,0,2003-03-07,3.0,4.0
200303070004,2003,3,7,0,West Bank,Nahal Negohot,31.492863,34.983321,1.0,0,,03/07/2003: Two HAMAS militants were shot and killed by Israeli forces when they attempted to enter the West Bank settlement of Nahal Negohot a short time after two other HAMAS members entered a nearby settlement and killed two. One was wearing an explosive belt which exploded. No one else was harmed.,1,1,1,0,,,1.0,0,1,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians in Nahal Negohot,97.0,Israel,Hamas (Islamic Resistance Movement),Unknown,0.0,0,2.0,0.0,1.0,9.0,Other,-9.0,6,Explosives,13.0,Suicide (carried bodily by human being),One of the gunmen was wearing an explosive belt but failed to detonate it.,2.0,0.0,2.0,0.0,0.0,0.0,0,,,,,0.0,,This was one of two related attacks (cf. 200303070003-04). HAMAS claimed the attack through a fax sent to the Associated Press in Jordan.,"""Two Israelis, Four Palestinian Gunmen Killed in Settlement Attacks,” Agence France Presse, March 7, 2003.","Paisley Dodds, “Palestinian Gunmen Attack Settlement,” Associated Press, March 7, 2003.","Sakher Abu El-Oun, “Israeli Rockets Kill Senior HAMAS Official Drawing Reprisal Threats,” Agence France Presse, March 8, 2003.",CETIS,0,0,0,0,2003-03-07,3.0,4.0
200303080005,2003,3,8,0,Gaza Strip,Gush Qatif,31.355579,34.274364,1.0,0,,03/08/2003: HAMAS fired mortars at three Jewish settlements in the Gush Katif block of the Gaza Strip in retaliation for the killing of one of its leaders. No injuries were reported.,1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians in Gush Katif block of Gaza Strip,97.0,Israel,Hamas (Islamic Resistance Movement),A leaflet said that the attack was in retaliation for the assassination of HAMAS leader Ibrahim Al Maqadma.,0.0,0,,0.0,1.0,1.0,Letter,-9.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Mortars were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"""Hamas Fires Mortars to Avenge Killing of its Leader,” Xinhua News Agency, March 8, 2003.","“Two Rockets Fired on Israel from Gaza Despite Israel's New Buffer Zone,” Agence France Presse, March 9, 2003.","“Two Rockets Fired on Israel From Gaza Despite Israel’s New Buffer Zone,” Agence France Presse, March 9, 2003.",CETIS,0,0,0,0,2003-03-08,3.0,5.0
200303090001,2003,3,9,0,Southern,Sderot,31.5282,34.596382,1.0,0,,"03/09/2003: HAMAS fired four Qassam rockets into Sderot, Israel, causing no injuries or damage when they landed in nearby open fields.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Civilians in Sderot, Israel",97.0,Israel,Hamas (Islamic Resistance Movement),Sources speculated that the attack was in retaliation for the assassination of HAMAS leader Ibrahim Al Maqadma.,0.0,0,,0.0,1.0,1.0,Letter,-9.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",Four Qassam rockets were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"""IDF in ‘High Alert,’ Patrols Boosted Near Ministers’ Homes; 3 Qassams Hit Sederot,” Voice of Israel, March 9, 2003.","Jacques Pinto, “Hamas Fires Rockets from Gaza, as Israel Destroys Militants’ Homes,” Agence France Presse, March 9, 2003.","“Hamas Fires Mortar Shells in Reprisal for Israeli Assassination,” Xinhua News Agency, March 9, 2003.",CETIS,1,0,0,1,2003-03-09,3.0,6.0
200303170003,2003,3,17,0,Southern,Sderot,31.5282,34.596382,1.0,0,,"03/17/2003: HAMAS fired al-Qassam rockets into Sderot, Israel, slightly damaging a parked bus, but injuring no one. The attack came hours after Israeli raids on Gaza towns.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Civilians in Sderot, Israel",97.0,Israel,Hamas (Islamic Resistance Movement),Unknown,0.0,0,,0.0,1.0,7.0,"Posted to website, blog, etc.",-9.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",One to five rockets were used in the attack; sources disagree on the number.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,A bus was slightly damaged by a rocket.,0.0,,,"Adel Zaanoun, “Israeli Forces Kill 10, Including Toddler, in Raids on Gaza Towns,” Agence France Presse, March 17, 2003.","Ibrahim Barzak, “Islamic Militant Killed in Shootout with Palestinian Security Forces,” Associated Press, March 20, 2003.","“Roundup: Israeli Troops Kill 10 Palestinians in Gaza Strip Raids,” Deutsche Presse Agentur, March 17, 2003.",CETIS,1,0,0,1,2003-03-17,3.0,0.0
200303190002,2003,3,19,0,West Bank,Jenin,32.460617,35.301247,1.0,1,This attack occurred This incident occurred on a road near Jenin between the settlements of Mevo Dotan and Shaked,"03/19/2003: Gunmen from Al-Aqsa Martyrs Brigade shot and killed a 50-year-old Jewish man This incident occurred on a road in the West Bank near Jenin. The group said the shooting was in retaliation for the Israeli Army's March 14th operation in Jenin's refugee camp that killed five Palestinian militants, including the group's leader, Yousef Masharka.",1,1,1,0,,,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilian near Jenin,97.0,Israel,Al-Aqsa Martyrs Brigade,"The group said the shooting was in retaliation for the Israeli Army's March 14th operation in Jenin's refugee camp that killed five Palestinian militants, including the group's leader, Yousef Masharka.",0.0,0,,0.0,1.0,2.0,Call (post-incident),-9.0,5,Firearms,5.0,Unknown Gun Type,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"“Jewish Settler Shot Dead by Palestinian Gunmen in West Bank,” Agence France Presse, March 19, 2003.","“Gunmen Shoot and Kill Israeli Motorist Near Jewish Settlement in West Bank,” Associated Press, March 19, 2003.",,CETIS,0,0,0,0,2003-03-19,3.0,2.0
200303230003,2003,3,23,0,Haifa,Katzir,32.488056,35.101944,1.0,0,,"03/23/2003: Palestinian gunmen opened fire on the West Bank settlement of Katzir, causing no injuries or damage.",1,1,1,0,,,0.0,0,0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians in Katzir,97.0,Israel,Palestinian Extremists,Unknown,0.0,0,,0.0,0.0,,,,5,Firearms,5.0,Unknown Gun Type,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"“Terrorists Fire at Israeli Car on W. Bank, Nobody Hurt; Curfew Imposed on Janin,” Voice of Israel, March 23, 2003.","“Palestinian Gunmen Open Fires on Israeli Village,” Agence France Presse, March 23, 2003.",,CETIS,1,0,0,1,2003-03-23,3.0,6.0
200303270003,2003,3,27,0,Southern,Sderot,31.5282,34.596382,1.0,0,,"03/27/2003: HAMAS fired three Qassam rockets into Sderot, Israel, causing no injuries or damage after the rockets landed in open space. HAMAS claimed the attack was in retaliation for an Israeli dawn raid on Beit Hanun, which killed two Palestinians.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Civilians in Sderot, Israel",97.0,Israel,Hamas (Islamic Resistance Movement),"HAMAS claimed the attack was in retaliation for an Israeli dawn raid on Beit Hanun, which killed two Palestinians.",0.0,0,,0.0,1.0,10.0,Unknown,-9.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",HAMAS fired three Qassam rockets.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"“Terrorist Arrested in Red Cross Office, No Injuries by Qassam on Sederot,” Voice of Israel, March 27, 2003.","“Four Injured by Israeli Gunfire in Gaza Strip,” Agence France Presse, March 27, 2003.",,CETIS,1,0,0,1,2003-03-27,3.0,3.0
